run-id,use_vernalisation_fix,sowing-date,harvest-date,crop-id,sim.json,crop.json,site.json,incl_hist,climate_path_to_latlon_file,climate_path_to_csvs,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,comment,region_name
1,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1990-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.73,148_284_335_180_274_25,historic_runs,Sachsen
2,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1990-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,False,False,False,False,,,0.73,148_284_335_180_274_25,historic_runs,Sachsen
3,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1990-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.81,190_230_60_250_650_25,historic_runs,Sachsen
4,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1990-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,False,False,False,False,,,0.81,190_230_60_250_650_25,historic_runs,Sachsen
5,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1990-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,0.98,100_220_390_120_330_140_25,historic_runs,Sachsen
6,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1901-2018_unzipped,,,,,,1990-01-01,2019-12-31,False,False,True,True,True,False,False,True,False,False,False,False,False,,,0.98,100_220_390_120_330_140_25,historic_runs,Sachsen
7,True,fixed,auto,WW_sfix_hauto,sim_projection.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2023-01-01,2081-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,Sachsen
8,True,fixed,auto,WW_sfix_hauto,sim_projection.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,CCCma-CanESM2,CLMcom-CCLM4-8-17,rcp85,r1i1p1,v1,2023-01-01,2081-12-31,False,False,True,True,True,False,False,True,False,False,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,Sachsen
9,True,fixed,auto,WW_sfix_hauto,sim_projection.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2023-01-01,2081-12-31,False,False,True,True,True,False,False,True,False,True,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,Sachsen
10,True,fixed,auto,WW_sfix_hauto,sim_projection.json,crop.json,site.json,False,dwd_core_ensemble,dwd_core_ensemble/csvs_dwd_core_ensemble,ICHEC-EC-EARTH,CLMcom-CCLM4-8-17,rcp26,r12i1p1,v1,2023-01-01,2081-12-31,False,False,True,True,True,False,False,True,False,False,False,False,False,,,1.0,165_225_395_180_330_25,prediction_runs,Sachsen
